timestamp,test-class,test-method,time,description,result
2021-08-09 14:01:06.248,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showPositive,3876,"[1] publictasks=16 tasks, privatetasks=2 tasks, finishedtasks=12 tasks, nonfinishedtasks=6 tasks, averageworkload=28.58 hours.minutes, minimumworkload=4.0 hours.minutes, maximumworkload=100.2 hours.minutes, workloaddeviation=20.21 hours.minutes, averageexecutionperiod=4501.16 hours.minutes, minimumexecutionperiod=24.0 hours.minutes, maximumexecutionperiod=18776.0 hours.minutes, executionperioddeviation=5162.24 hours.minutes",OK
2021-08-09 14:01:06.715,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showNegative,231,"showNegative()",OK
